,text_name,target,feature_type,model,MAE,MSE,RMSE,r2_score
0,neighborhood_overview,lemmatization,count,Linear,63.30704206830504,16377.180511556006,127.97335860074942,-419.819230471019
1,neighborhood_overview,lemmatization,count,Ridge,4.4307540570350215,45.67915633466977,6.758635685896213,-0.1737470563847836
2,neighborhood_overview,lemmatization,count,Lasso,3.94463892456743,38.92893262391311,6.239305460058284,-0.00029693501233785113
3,neighborhood_overview,lemmatization,count,Polynomial,63.30704206830504,16377.180511556006,127.97335860074942,-419.819230471019
4,neighborhood_overview,lemmatization,count,ElasticNet,3.94463892456743,38.92893262391311,6.239305460058284,-0.00029693501233785113
5,neighborhood_overview,lemmatization,tfidf_word,Linear,54.42693471594291,10601.945685473565,102.96575006026794,-335.4671530820058
6,neighborhood_overview,lemmatization,tfidf_word,Ridge,3.8076205541125314,30.28369970017421,5.503062756336167,0.038905638153826416
7,neighborhood_overview,lemmatization,tfidf_word,Lasso,3.856947182844336,31.542732556018912,5.616291708593751,-0.0010514803987811128
8,neighborhood_overview,lemmatization,tfidf_word,Polynomial,54.42693471594291,10601.945685473565,102.96575006026794,-335.4671530820058
9,neighborhood_overview,lemmatization,tfidf_word,ElasticNet,3.856947182844336,31.542732556018912,5.616291708593751,-0.0010514803987811128
10,neighborhood_overview,lemmatization,tfidf_ngram,Linear,14.373442124453454,549.0363245220469,23.43152416130984,-16.449544770805357
11,neighborhood_overview,lemmatization,tfidf_ngram,Ridge,3.7617166631375794,30.302876035397297,5.504804813560359,0.036910003132959
12,neighborhood_overview,lemmatization,tfidf_ngram,Lasso,3.8383649817534886,31.472875001479423,5.610069072790408,-0.00027505808902628104
13,neighborhood_overview,lemmatization,tfidf_ngram,Polynomial,14.373442124453454,549.0363245220469,23.43152416130984,-16.449544770805357
14,neighborhood_overview,lemmatization,tfidf_ngram,ElasticNet,3.8383649817534886,31.472875001479423,5.610069072790408,-0.00027505808902628104
15,neighborhood_overview,lemmatization,tfidf_ngram_chars,Linear,14.858126839249179,580.4909160880385,24.09337909235727,-16.14000724271297
16,neighborhood_overview,lemmatization,tfidf_ngram_chars,Ridge,3.8523027895183715,31.899031610362165,5.64792276951112,0.058125428522267764
17,neighborhood_overview,lemmatization,tfidf_ngram_chars,Lasso,3.991170309869906,33.893487132525934,5.821811327458657,-0.0007643510552153288
18,neighborhood_overview,lemmatization,tfidf_ngram_chars,Polynomial,14.858126839249179,580.4909160880385,24.09337909235727,-16.14000724271297
19,neighborhood_overview,lemmatization,tfidf_ngram_chars,ElasticNet,3.991170309869906,33.893487132525934,5.821811327458657,-0.0007643510552153288
