,text_name,target,feature_type,model,MAE,MSE,RMSE,r2_score
0,summary,text,count,Linear,75.85253961044678,11847.442045348145,108.84595557643905,-379.0957472577085
1,summary,text,count,Ridge,4.8890494299708305,45.29978914271669,6.730511803920761,-0.45333120338649113
2,summary,text,count,Lasso,3.9322809956795095,31.186170063835796,5.584457902414146,-0.0005307955208753157
3,summary,text,count,Polynomial,75.85253961044678,11847.442045348145,108.84595557643905,-379.0957472577085
4,summary,text,count,ElasticNet,3.930687279650136,31.156045653242114,5.581760085604013,0.0004356713596105344
5,summary,text,tfidf_word,Linear,22.331916989819163,1530.7868844897378,39.12527168582651,-44.59110993913522
6,summary,text,tfidf_word,Ridge,3.7123851640662537,32.05525473144587,5.6617360174637135,0.0453049621760524
7,summary,text,tfidf_word,Lasso,3.8438526068262684,33.60379407726237,5.796877959493573,-0.0008148656559778811
8,summary,text,tfidf_word,Polynomial,22.331916989819163,1530.7868844897378,39.12527168582651,-44.59110993913522
9,summary,text,tfidf_word,ElasticNet,3.8438526068262684,33.60379407726237,5.796877959493573,-0.0008148656559778811
10,summary,text,tfidf_ngram,Linear,12.317149228571568,270.7756442314049,16.45526190102743,-6.968994613178824
11,summary,text,tfidf_ngram,Ridge,3.9117241641960385,33.75162767596212,5.80961510566424,0.006681195795067207
12,summary,text,tfidf_ngram,Lasso,3.949810979514779,34.00370141675191,5.831269280075472,-0.0007373971444106786
13,summary,text,tfidf_ngram,Polynomial,12.317149228571568,270.7756442314049,16.45526190102743,-6.968994613178824
14,summary,text,tfidf_ngram,ElasticNet,3.949810979514779,34.00370141675191,5.831269280075472,-0.0007373971444106786
15,summary,text,tfidf_ngram_chars,Linear,25.79735944877309,2066.65411210663,45.460467574659084,-57.854639679963384
16,summary,text,tfidf_ngram_chars,Ridge,3.915624964166295,33.554241599769156,5.7926023167285665,0.044434776230731
17,summary,text,tfidf_ngram_chars,Lasso,4.043234628004127,35.11531982634572,5.925818072329399,-2.1959900960544232e-05
18,summary,text,tfidf_ngram_chars,Polynomial,25.79735944877309,2066.65411210663,45.460467574659084,-57.854639679963384
19,summary,text,tfidf_ngram_chars,ElasticNet,4.043234628004127,35.11531982634572,5.925818072329399,-2.1959900960544232e-05
