,wordCount,charNum,avgWordLen,stopWords,numeric_num,noun_count,verb_count,adj_count,adv_count,pron_count,host_listings_count,host_total_listings_count,price,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,number_of_reviews_ltm,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,summary_sentiment_neg,summary_sentiment_neu,summary_sentiment_pos,summary_sentiment_compound,space_sentiment_neg,space_sentiment_neu,space_sentiment_pos,space_sentiment_compound,description_sentiment_neg,description_sentiment_neu,description_sentiment_pos,description_sentiment_compound,neighborhood_overview_sentiment_neg,neighborhood_overview_sentiment_neu,neighborhood_overview_sentiment_pos,neighborhood_overview_sentiment_compound,notes_sentiment_neg,notes_sentiment_neu,notes_sentiment_pos,notes_sentiment_compound,transit_sentiment_neg,transit_sentiment_neu,transit_sentiment_pos,transit_sentiment_compound,access_sentiment_neg,access_sentiment_neu,access_sentiment_pos,access_sentiment_compound,interaction_sentiment_neg,interaction_sentiment_neu,interaction_sentiment_pos,interaction_sentiment_compound,house_rules_sentiment_neg,house_rules_sentiment_neu,house_rules_sentiment_pos,house_rules_sentiment_compound,host_about_sentiment_neg,host_about_sentiment_neu,host_about_sentiment_pos,host_about_sentiment_compound
0,220.0,1358.0,6.172727272727273,0.0,8.0,96.0,37.0,44.0,19.0,0.0,3.0,3.0,50.0,0.0,10.0,1.0,0.0,227.0,38.0,3.0,0.0,3.0,0.0,0.0,0.87,0.13,0.9167,0.009000000000000001,0.8320000000000001,0.159,0.9826,0.0,0.8540000000000001,0.146,0.9808,0.061,0.809,0.13,0.7003,0.0,0.755,0.245,0.9136,0.040999999999999995,0.9590000000000001,0.0,-0.29600000000000004,0.0,0.831,0.16899999999999998,0.875,0.0,0.831,0.16899999999999998,0.6249,0.0,0.838,0.162,0.9747,0.0,0.584,0.41600000000000004,0.9786
2,268.0,1585.0,5.914179104477612,0.0,17.0,129.0,42.0,43.0,21.0,0.0,3.0,3.0,50.0,0.0,10.0,1.0,0.0,182.0,47.0,3.0,0.0,3.0,0.0,0.017,0.8759999999999999,0.107,0.8658,0.0,0.927,0.073,0.9214,0.009000000000000001,0.8959999999999999,0.096,0.9544,0.011000000000000001,0.777,0.212,0.9906,0.0,0.688,0.312,0.8957,0.0,0.941,0.059000000000000004,0.9107,0.0,0.815,0.185,0.7783,0.0,0.7170000000000001,0.28300000000000003,0.93,0.0,0.8320000000000001,0.168,0.9756,0.0,0.584,0.41600000000000004,0.9786
3,203.0,1109.0,5.463054187192118,0.0,8.0,92.0,36.0,42.0,8.0,0.0,4.0,4.0,55.0,0.0,0.0,1.0,13.0,110.0,0.0,3.0,0.0,3.0,0.0,0.0,0.807,0.193,0.8439,0.011000000000000001,0.8690000000000001,0.12,0.966,0.0,0.856,0.14400000000000002,0.9778,0.0,0.7190000000000001,0.281,0.9454,0.0,0.9059999999999999,0.094,0.4019,0.0,1.0,0.0,0.0,0.0,0.898,0.102,0.3612,0.0,1.0,0.0,0.0,0.107,0.7170000000000001,0.17600000000000002,0.737,0.0,0.715,0.285,0.9937
4,120.0,697.0,5.808333333333334,0.0,0.0,67.0,23.0,14.0,4.0,0.0,0.0,0.0,29.0,0.0,16.0,1.0,0.0,311.0,54.0,3.0,0.0,3.0,0.0,0.0,0.9570000000000001,0.043,0.0772,0.0,0.8590000000000001,0.141,0.9769,0.0,0.87,0.13,0.9719,0.0,0.8109999999999999,0.18899999999999997,0.4215,0.073,0.927,0.0,-0.29600000000000004,0.0,0.655,0.345,0.5766,0.040999999999999995,0.907,0.052000000000000005,0.1531,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8690000000000001,0.131,0.6792
5,326.0,1935.0,5.935582822085888,0.0,7.0,154.0,45.0,77.0,23.0,0.0,2.0,2.0,55.0,0.0,0.0,2.0,30.0,287.0,69.0,2.0,0.0,2.0,0.0,0.015,0.7879999999999999,0.198,0.9493,0.0,0.715,0.285,0.9565,0.006999999999999999,0.75,0.243,0.9921,0.0,0.873,0.127,0.4939,0.04,0.861,0.1,0.3447,0.0,0.915,0.085,0.5859,0.0,1.0,0.0,0.0,0.0,0.7170000000000001,0.28300000000000003,0.8772,0.122,0.677,0.201,0.8893,0.012,0.83,0.157,0.9888
6,220.0,1421.0,6.459090909090909,0.0,4.0,93.0,41.0,49.0,23.0,0.0,5.0,5.0,147.0,0.0,50.0,3.0,0.0,43.0,10.0,5.0,5.0,0.0,0.0,0.0,0.927,0.073,0.3182,0.0,0.8190000000000001,0.18100000000000002,0.9856,0.0,0.8370000000000001,0.163,0.9781,0.044000000000000004,0.738,0.218,0.9274,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.868,0.132,0.4404,0.0,0.956,0.044000000000000004,0.2235,0.223,0.777,0.0,-0.6808,0.006999999999999999,0.818,0.175,0.9865
7,263.0,1619.0,6.155893536121672,0.0,17.0,128.0,38.0,56.0,14.0,0.0,5.0,5.0,135.0,0.0,50.0,1.0,0.0,53.0,5.0,5.0,5.0,0.0,0.0,0.0,0.935,0.065,0.3182,0.0,0.8420000000000001,0.158,0.9751,0.0,0.862,0.138,0.9595,0.028999999999999998,0.915,0.055999999999999994,0.5574,0.061,0.9390000000000001,0.0,-0.34,0.026000000000000002,0.925,0.05,0.6249,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.688,0.312,0.0,-0.5267,0.006999999999999999,0.818,0.175,0.9865
8,302.0,1781.0,5.897350993377483,0.0,5.0,135.0,55.0,79.0,14.0,0.0,2.0,2.0,56.0,100.0,40.0,1.0,25.0,312.0,30.0,2.0,1.0,1.0,0.0,0.0,0.767,0.233,0.9612,0.0,0.778,0.222,0.9915,0.0,0.778,0.222,0.9918,0.0,0.821,0.179,0.9571,0.036000000000000004,0.8059999999999999,0.158,0.9686,0.16899999999999998,0.731,0.1,-0.4404,0.0,1.0,0.0,0.0,0.046,0.782,0.17300000000000001,0.7472,0.057,0.804,0.139,0.9413,0.0,0.63,0.37,0.9259
9,176.0,972.0,5.5227272727272725,0.0,7.0,80.0,30.0,32.0,7.0,0.0,4.0,4.0,75.0,0.0,0.0,1.0,17.0,110.0,73.0,3.0,0.0,3.0,0.0,0.0,0.879,0.121,0.7579,0.011000000000000001,0.8740000000000001,0.115,0.9638,0.0,0.873,0.127,0.9738,0.0,0.7190000000000001,0.281,0.9454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.534,0.40399999999999997,0.9611,0.0,0.715,0.285,0.9937
10,388.0,2143.0,5.52319587628866,0.0,19.0,217.0,60.0,53.0,11.0,0.0,1.0,1.0,220.0,200.0,50.0,2.0,15.0,147.0,39.0,1.0,1.0,0.0,0.0,0.019,0.868,0.114,0.8442,0.0,0.955,0.045,0.6486,0.01,0.9129999999999999,0.077,0.8885,0.0,0.9079999999999999,0.092,0.9509,0.026000000000000002,0.9129999999999999,0.06,0.4215,0.024,0.919,0.055999999999999994,0.7783,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.031,0.713,0.255,0.971,0.0,0.85,0.15,0.9678
11,152.0,881.0,5.796052631578947,0.0,2.0,64.0,21.0,32.0,19.0,1.0,2.0,2.0,55.0,0.0,25.0,2.0,15.0,272.0,63.0,3.0,3.0,0.0,0.0,0.0,0.8320000000000001,0.168,0.9136,0.012,0.905,0.083,0.9184,0.012,0.87,0.11800000000000001,0.9551,0.0,0.828,0.172,0.4404,0.077,0.8390000000000001,0.084,0.0531,0.034,0.966,0.0,-0.29600000000000004,0.0,0.7979999999999999,0.20199999999999999,0.5106,0.0,0.9079999999999999,0.092,0.6705,0.142,0.8190000000000001,0.039,-0.6369,0.0,1.0,0.0,0.0
12,102.0,615.0,6.029411764705883,2.0,3.0,44.0,13.0,23.0,4.0,0.0,2.0,2.0,45.0,100.0,0.0,1.0,10.0,16.0,0.0,2.0,0.0,2.0,0.0,0.099,0.9009999999999999,0.0,-0.29600000000000004,0.031,0.892,0.077,0.8573,0.040999999999999995,0.909,0.051,0.4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.935,0.0,-0.1531,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.215,0.634,0.151,-0.0772,0.233,0.59,0.177,-0.34
13,96.0,553.0,5.760416666666668,3.0,3.0,41.0,11.0,20.0,9.0,0.0,2.0,2.0,30.0,100.0,0.0,1.0,10.0,35.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.042,0.82,0.13699999999999998,0.9686,0.042,0.82,0.13699999999999998,0.9686,0.0,0.7340000000000001,0.266,0.4404,0.0,0.0,0.0,0.0,0.147,0.853,0.0,-0.4215,0.0,1.0,0.0,0.0,0.0,0.8,0.2,0.3612,0.22699999999999998,0.61,0.163,-0.0516,0.233,0.59,0.177,-0.34
14,183.0,1217.0,6.650273224043716,0.0,2.0,98.0,31.0,44.0,4.0,0.0,2.0,2.0,41.0,0.0,15.0,1.0,15.0,160.0,5.0,2.0,0.0,2.0,0.0,0.0,0.8190000000000001,0.18100000000000002,0.9419,0.0,0.877,0.12300000000000001,0.9703,0.0,0.884,0.11599999999999999,0.9639,0.0,0.67,0.33,0.9594,0.0,0.0,0.0,0.0,0.051,0.866,0.084,0.3612,0.0,0.9390000000000001,0.061,0.25,0.0,0.0,0.0,0.0,0.0,0.884,0.11599999999999999,0.8122,0.0,0.7,0.3,0.9818
15,83.0,521.0,6.2771084337349405,0.0,0.0,50.0,16.0,12.0,4.0,0.0,1.0,1.0,36.0,0.0,0.0,1.0,15.0,212.0,52.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.012,0.858,0.13,0.9652,0.012,0.858,0.13,0.9652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845,0.155,0.5267,0.0,0.9590000000000001,0.040999999999999995,0.3182
16,143.0,837.0,5.8531468531468525,0.0,4.0,55.0,28.0,31.0,17.0,2.0,1.0,1.0,29.0,0.0,8.0,1.0,0.0,61.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.012,0.96,0.027999999999999997,0.4574,0.012,0.96,0.027999999999999997,0.4574,0.0,0.9259999999999999,0.07400000000000001,0.4678,0.0,0.0,0.0,0.0,0.0,0.961,0.039,0.29600000000000004,0.0,0.0,0.0,0.0,0.027000000000000003,0.7929999999999999,0.18,0.8439,0.11800000000000001,0.8,0.08199999999999999,0.1637,0.0,0.935,0.065,0.9027
17,91.0,553.0,6.0769230769230775,0.0,6.0,31.0,15.0,19.0,13.0,0.0,1.0,1.0,41.0,0.0,8.0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.9109999999999999,0.051,0.5778,0.037000000000000005,0.9109999999999999,0.051,0.5778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028999999999999998,0.935,0.036000000000000004,0.1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.4574,0.0,0.935,0.065,0.9027
18,83.0,521.0,6.2771084337349405,0.0,0.0,50.0,16.0,12.0,4.0,0.0,1.0,1.0,36.0,0.0,0.0,1.0,15.0,134.0,32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.012,0.858,0.13,0.9652,0.012,0.858,0.13,0.9652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845,0.155,0.5267,0.0,0.9590000000000001,0.040999999999999995,0.3182
19,123.0,776.0,6.308943089430894,0.0,2.0,69.0,20.0,20.0,4.0,0.0,1.0,1.0,248.0,0.0,45.0,4.0,15.0,8.0,2.0,1.0,1.0,0.0,0.0,0.024,0.782,0.195,0.9432,0.0,0.9259999999999999,0.07400000000000001,0.8225,0.012,0.853,0.135,0.9678,0.0,0.845,0.155,0.7717,0.0,0.0,0.0,0.0,0.078,0.922,0.0,-0.29600000000000004,0.0,1.0,0.0,0.0,0.0,0.725,0.275,0.765,0.16899999999999998,0.831,0.0,-0.4707,0.03,0.696,0.27399999999999997,0.9115
20,191.0,1122.0,5.87434554973822,0.0,4.0,100.0,38.0,38.0,3.0,2.0,5.0,5.0,59.0,0.0,0.0,1.0,30.0,24.0,0.0,4.0,0.0,4.0,0.0,0.0,0.932,0.068,0.4574,0.0,0.857,0.14300000000000002,0.9753,0.0,0.878,0.122,0.9694,0.0,0.9440000000000001,0.055999999999999994,0.6369,0.0,0.0,0.0,0.0,0.039,0.878,0.08199999999999999,0.34,0.0,0.871,0.129,0.7351,0.0,0.89,0.11,0.4939,0.0,0.807,0.193,0.4767,0.0,0.7140000000000001,0.28600000000000003,0.9963
21,244.0,1437.0,5.889344262295082,0.0,5.0,125.0,50.0,44.0,12.0,1.0,1.0,1.0,120.0,0.0,86.0,1.0,80.0,332.0,69.0,1.0,1.0,0.0,0.0,0.0,0.935,0.065,0.743,0.0,0.858,0.142,0.9786,0.0,0.9,0.1,0.9640000000000001,0.0,0.7959999999999999,0.204,0.9843,0.0,0.92,0.08,0.2057,0.078,0.85,0.07200000000000001,-0.0431,0.0,1.0,0.0,0.0,0.0,0.899,0.10099999999999999,0.5023,0.01,0.872,0.11699999999999999,0.948,0.0,0.7390000000000001,0.261,0.7184
22,236.0,1564.0,6.627118644067798,0.0,7.0,107.0,46.0,57.0,14.0,0.0,8.0,8.0,180.0,0.0,40.0,3.0,10.0,56.0,6.0,8.0,8.0,0.0,0.0,0.018000000000000002,0.8320000000000001,0.151,0.9042,0.0,0.9279999999999999,0.07200000000000001,0.8934,0.009000000000000001,0.862,0.129,0.9648,0.0,0.843,0.157,0.9545,0.0,0.635,0.365,0.3182,0.0,0.958,0.042,0.2732,0.0,1.0,0.0,0.0,0.0,0.91,0.09,0.7227,0.017,0.759,0.22399999999999998,0.9331,0.0,0.983,0.017,0.0772
23,246.0,1542.0,6.2682926829268295,0.0,4.0,111.0,43.0,54.0,23.0,0.0,8.0,8.0,100.0,0.0,25.0,2.0,0.0,81.0,8.0,8.0,8.0,0.0,0.0,0.0,0.887,0.113,0.8519,0.0,0.8590000000000001,0.141,0.9764,0.0,0.894,0.106,0.9559,0.0,0.843,0.157,0.9545,0.0,0.635,0.365,0.3182,0.0,0.909,0.091,0.7269,0.054000000000000006,0.946,0.0,-0.2584,0.0,0.914,0.086,0.7227,0.045,0.7929999999999999,0.162,0.89,0.0,0.983,0.017,0.0772
24,200.0,1214.0,6.07,0.0,1.0,104.0,43.0,41.0,4.0,1.0,5.0,5.0,59.0,0.0,0.0,1.0,30.0,10.0,0.0,4.0,0.0,4.0,0.0,0.0,0.932,0.068,0.4574,0.0,0.857,0.14300000000000002,0.9753,0.0,0.878,0.122,0.9694,0.0,0.9440000000000001,0.055999999999999994,0.6369,0.0,0.0,0.0,0.0,0.0,0.9440000000000001,0.055999999999999994,0.6369,0.0,0.871,0.129,0.7351,0.0,0.89,0.11,0.4939,0.0,0.807,0.193,0.4767,0.0,0.7140000000000001,0.28600000000000003,0.9963
25,205.0,1234.0,6.019512195121951,0.0,2.0,104.0,43.0,43.0,4.0,1.0,5.0,5.0,59.0,0.0,0.0,1.0,30.0,11.0,0.0,4.0,0.0,4.0,0.0,0.0,0.932,0.068,0.4574,0.0,0.857,0.14300000000000002,0.9753,0.0,0.878,0.122,0.9694,0.0,0.9440000000000001,0.055999999999999994,0.6369,0.0,0.0,0.0,0.0,0.0,0.9440000000000001,0.055999999999999994,0.6369,0.0,0.871,0.129,0.7351,0.0,0.89,0.11,0.4939,0.0,0.846,0.154,0.4767,0.0,0.7140000000000001,0.28600000000000003,0.9963
26,192.0,1126.0,5.864583333333332,0.0,4.0,101.0,38.0,38.0,3.0,2.0,5.0,5.0,59.0,0.0,0.0,1.0,30.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,0.932,0.068,0.4574,0.0,0.856,0.14400000000000002,0.9753,0.0,0.878,0.122,0.9694,0.0,0.9440000000000001,0.055999999999999994,0.6369,0.0,0.0,0.0,0.0,0.039,0.878,0.08199999999999999,0.34,0.0,0.871,0.129,0.7351,0.0,0.89,0.11,0.4939,0.0,0.807,0.193,0.4767,0.0,0.7140000000000001,0.28600000000000003,0.9963
27,281.0,1754.0,6.241992882562277,0.0,1.0,152.0,50.0,50.0,12.0,0.0,1.0,1.0,56.0,0.0,0.0,1.0,19.0,239.0,22.0,1.0,0.0,1.0,0.0,0.0,0.862,0.138,0.8074,0.011000000000000001,0.758,0.231,0.9885,0.0,0.769,0.231,0.9905,0.0,0.815,0.185,0.8878,0.032,0.833,0.135,0.8209,0.0,1.0,0.0,0.0,0.0,0.821,0.179,0.7906,0.051,0.75,0.19899999999999998,0.9225,0.055999999999999994,0.868,0.076,0.7793,0.02,0.7659999999999999,0.214,0.9902
28,244.0,1571.0,6.438524590163934,1.0,6.0,109.0,44.0,57.0,24.0,0.0,3.0,3.0,60.0,120.0,0.0,1.0,0.0,224.0,26.0,3.0,2.0,1.0,0.0,0.0,0.9,0.1,0.7896,0.0,0.875,0.125,0.9661,0.0,0.8490000000000001,0.151,0.9761,0.0,0.696,0.304,0.9619,0.0,0.8059999999999999,0.19399999999999998,0.8718,0.0,1.0,0.0,0.0,0.0,0.779,0.221,0.6249,0.0,0.78,0.22,0.802,0.0,0.8320000000000001,0.168,0.9624,0.0,0.6829999999999999,0.317,0.9957
29,172.0,1086.0,6.313953488372092,0.0,3.0,82.0,32.0,32.0,11.0,0.0,2.0,2.0,48.0,0.0,15.0,1.0,15.0,38.0,6.0,2.0,0.0,2.0,0.0,0.0,0.821,0.179,0.9419,0.008,0.713,0.278,0.9943,0.009000000000000001,0.815,0.17600000000000002,0.9854,0.0,0.823,0.177,0.8221,0.0,0.0,0.0,0.0,0.055999999999999994,0.9440000000000001,0.0,-0.4215,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.9818
30,188.0,1073.0,5.707446808510637,0.0,7.0,78.0,27.0,45.0,9.0,0.0,0.0,0.0,85.0,250.0,69.0,1.0,20.0,182.0,30.0,1.0,1.0,0.0,0.0,0.0,0.795,0.205,0.8172,0.012,0.871,0.11800000000000001,0.9571,0.011000000000000001,0.863,0.126,0.9535,0.0,0.9309999999999999,0.069,0.1779,0.0,0.95,0.05,0.5106,0.0,0.9520000000000001,0.048,0.3412,0.11199999999999999,0.789,0.098,-0.1531,0.0,0.8,0.2,0.4588,0.059000000000000004,0.742,0.2,0.8683,0.018000000000000002,0.682,0.3,0.9857
31,260.0,1653.0,6.357692307692307,0.0,10.0,144.0,39.0,47.0,13.0,0.0,5.0,5.0,135.0,0.0,50.0,3.0,0.0,28.0,3.0,5.0,5.0,0.0,0.0,0.0,0.882,0.11800000000000001,0.6808,0.024,0.851,0.125,0.9583,0.0,0.855,0.145,0.9729,0.036000000000000004,0.815,0.149,0.9531,0.0,1.0,0.0,0.0,0.057,0.9,0.044000000000000004,0.0,0.037000000000000005,0.9009999999999999,0.062,0.6239,0.0,1.0,0.0,0.0,0.688,0.312,0.0,-0.5267,0.006999999999999999,0.818,0.175,0.9865
32,91.0,552.0,6.065934065934067,0.0,3.0,41.0,12.0,26.0,5.0,0.0,2.0,2.0,150.0,0.0,75.0,3.0,25.0,92.0,29.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8220000000000001,0.17800000000000002,0.9802,0.0,0.838,0.162,0.9872,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.8109999999999999,0.10400000000000001,0.2023,0.0,1.0,0.0,0.0,0.14400000000000002,0.733,0.12300000000000001,0.0772,0.33799999999999997,0.308,0.354,0.0258,0.142,0.688,0.17,0.1779
33,155.0,901.0,5.812903225806451,1.0,2.0,70.0,30.0,32.0,5.0,0.0,1.0,1.0,180.0,250.0,65.0,4.0,35.0,72.0,0.0,1.0,1.0,0.0,0.0,0.064,0.9359999999999999,0.0,-0.128,0.057999999999999996,0.835,0.106,0.9157,0.066,0.848,0.086,0.7979,0.0,0.743,0.257,0.9840000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.94,0.0,-0.1007,0.0,0.871,0.129,0.7096,0.04,0.759,0.2,0.8475,0.0,0.8140000000000001,0.18600000000000003,0.9538
34,241.0,1543.0,6.402489626556018,0.0,7.0,97.0,45.0,65.0,21.0,0.0,8.0,8.0,200.0,0.0,50.0,4.0,10.0,100.0,29.0,8.0,8.0,0.0,0.0,0.0,0.7859999999999999,0.214,0.9595,0.009000000000000001,0.779,0.212,0.9884,0.0,0.7979999999999999,0.20199999999999999,0.9886,0.0,0.843,0.157,0.9545,0.0,1.0,0.0,0.0,0.027000000000000003,0.973,0.0,-0.29600000000000004,0.0,1.0,0.0,0.0,0.021,0.9,0.08,0.6956,0.06,0.67,0.27,0.9426,0.0,0.983,0.017,0.0772
35,232.0,1407.0,6.064655172413793,0.0,6.0,103.0,46.0,43.0,22.0,0.0,3.0,3.0,50.0,0.0,10.0,1.0,0.0,209.0,48.0,3.0,0.0,3.0,0.0,0.021,0.787,0.191,0.9477,0.0,0.805,0.195,0.9894,0.011000000000000001,0.8009999999999999,0.188,0.9874,0.015,0.826,0.16,0.9697,0.0,0.7140000000000001,0.28600000000000003,0.9698,0.0,0.883,0.11699999999999999,0.8934,0.0,0.8540000000000001,0.146,0.872,0.0,0.7390000000000001,0.261,0.9393,0.0,0.8,0.2,0.9881,0.0,0.584,0.41600000000000004,0.9786
36,391.0,2468.0,6.312020460358057,0.0,5.0,179.0,54.0,111.0,24.0,1.0,4.0,4.0,110.0,0.0,25.0,1.0,20.0,431.0,68.0,4.0,4.0,0.0,0.0,0.053,0.747,0.2,0.7717,0.0,0.875,0.125,0.9628,0.013999999999999999,0.831,0.155,0.9741,0.0,0.845,0.155,0.9741,0.111,0.789,0.1,0.0152,0.027999999999999997,0.937,0.035,0.1263,0.0,0.8,0.2,0.128,0.036000000000000004,0.846,0.11800000000000001,0.6597,0.121,0.774,0.105,-0.6331,0.0,0.757,0.243,0.9732
37,132.0,862.0,6.53030303030303,0.0,0.0,67.0,23.0,34.0,5.0,0.0,1.0,1.0,110.0,0.0,0.0,2.0,35.0,240.0,6.0,1.0,0.0,1.0,0.0,0.0,0.833,0.16699999999999998,0.7351,0.009000000000000001,0.95,0.040999999999999995,0.6402,0.0,0.93,0.07,0.8901,0.0,0.938,0.062,0.2732,0.192,0.627,0.18100000000000002,-0.0772,0.083,0.917,0.0,-0.5358,0.0,1.0,0.0,0.0,0.0,0.953,0.047,0.3612,0.0,0.799,0.201,0.8834,0.0,0.86,0.14,0.9617
38,109.0,668.0,6.128440366972478,0.0,1.0,54.0,20.0,16.0,8.0,0.0,0.0,0.0,36.0,0.0,14.0,1.0,20.0,239.0,57.0,3.0,0.0,3.0,0.0,0.0,0.872,0.128,0.4215,0.012,0.893,0.095,0.9359,0.012,0.895,0.09300000000000001,0.9336,0.0,0.593,0.40700000000000003,0.7340000000000001,0.086,0.856,0.057999999999999996,-0.0258,0.0,1.0,0.0,0.0,0.21600000000000003,0.784,0.0,-0.29600000000000004,0.0,0.643,0.35700000000000004,0.9128,0.0,1.0,0.0,0.0,0.0,0.8690000000000001,0.131,0.6792
39,325.0,2052.0,6.313846153846152,0.0,4.0,161.0,47.0,76.0,18.0,1.0,4.0,4.0,110.0,0.0,25.0,1.0,20.0,438.0,57.0,4.0,4.0,0.0,0.0,0.053,0.747,0.2,0.7717,0.0,0.8440000000000001,0.156,0.9786,0.013999999999999999,0.818,0.168,0.9799,0.0,0.7140000000000001,0.28600000000000003,0.9041,0.111,0.789,0.1,0.0152,0.034,0.924,0.043,0.1263,0.0,0.769,0.231,0.128,0.0,0.855,0.145,0.743,0.083,0.79,0.127,0.8320000000000001,0.0,0.757,0.243,0.9732
40,82.0,528.0,6.439024390243902,0.0,0.0,43.0,16.0,14.0,4.0,0.0,0.0,0.0,35.0,0.0,16.0,1.0,20.0,163.0,32.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.871,0.129,0.9732,0.0,0.873,0.127,0.9732,0.0,0.67,0.33,0.7841,0.0,1.0,0.0,0.0,0.0,0.88,0.12,0.1531,0.0,1.0,0.0,0.0,0.0,0.715,0.285,0.7889,0.0,1.0,0.0,0.0,0.0,0.8690000000000001,0.131,0.6792
41,56.0,349.0,6.232142857142858,0.0,1.0,27.0,6.0,11.0,6.0,0.0,2.0,2.0,145.0,0.0,0.0,3.0,0.0,214.0,28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.08,0.8653,0.0,0.92,0.08,0.8653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.065,0.7574
42,249.0,1586.0,6.3694779116465865,0.0,2.0,116.0,44.0,55.0,22.0,0.0,3.0,3.0,83.0,160.0,40.0,2.0,0.0,579.0,79.0,3.0,2.0,1.0,0.0,0.0,0.932,0.068,0.4404,0.012,0.872,0.11599999999999999,0.9601,0.0,0.917,0.083,0.9324,0.0,0.8009999999999999,0.19899999999999998,0.9168,0.099,0.851,0.05,-0.2023,0.036000000000000004,0.9179999999999999,0.046,0.1531,0.0,1.0,0.0,0.0,0.042,0.867,0.091,0.4902,0.03,0.764,0.207,0.9841,0.0,0.6829999999999999,0.317,0.9957
43,130.0,849.0,6.5307692307692315,0.0,1.0,65.0,19.0,34.0,5.0,0.0,4.0,4.0,80.0,0.0,20.0,1.0,0.0,64.0,22.0,4.0,3.0,1.0,0.0,0.0,0.569,0.431,0.9493,0.0,0.7559999999999999,0.244,0.9911,0.0,0.7040000000000001,0.29600000000000004,0.9967,0.0,0.85,0.15,0.7717,0.17600000000000002,0.8240000000000001,0.0,-0.4717,0.16699999999999998,0.705,0.128,0.0258,0.0,0.875,0.125,0.5927,0.0,0.73,0.27,0.5719,0.0,0.0,0.0,0.0,0.027000000000000003,0.733,0.24,0.9767
44,78.0,405.0,5.1923076923076925,1.0,4.0,42.0,9.0,12.0,1.0,0.0,1.0,1.0,200.0,600.0,55.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.8290000000000001,0.159,0.976,0.012,0.8290000000000001,0.159,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.725,0.065,-0.6808,0.0,0.555,0.445,0.9012
45,87.0,523.0,6.011494252873563,0.0,1.0,33.0,18.0,18.0,9.0,2.0,2.0,2.0,70.0,0.0,20.0,2.0,35.0,200.0,52.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.9259999999999999,0.065,0.8653,0.009000000000000001,0.9259999999999999,0.065,0.8653,0.0,0.752,0.248,0.5106,0.0,1.0,0.0,0.0,0.10400000000000001,0.8959999999999999,0.0,-0.29600000000000004,0.0,1.0,0.0,0.0,0.027999999999999997,0.624,0.348,0.9505,0.057,0.777,0.166,0.6369,0.0,0.703,0.297,0.9601
